Age,Monthly_Income,Employment_Type,City_Tier,Total_Spend_Prev,Next_Month_Spend
34,3694.06,Freelancer,Tier 2,2433.25,2622.19
63,3673.79,Freelancer,Tier 1,2336.62,2408.56
29,7700.6,Salaried,Tier 1,4557.16,4633.02
51,3996.94,Salaried,Tier 3,2532.23,2385.2
53,6413.39,Salaried,Tier 1,2741.21,2991.56
57,4964.01,Freelancer,Tier 3,2795.39,3423.27
51,3756.34,Salaried,Tier 1,2269.82,2169.86
22,3484.4,Freelancer,Tier 2,1884.28,1768.22
64,4056.72,Salaried,Tier 2,2739.32,2933.94
60,4888.31,Salaried,Tier 1,2492.43,2422.54
38,5902.61,Salaried,Tier 2,4207.67,4000.3
41,4293.51,Salaried,Tier 2,1729.63,1645.29
45,4237.38,Salaried,Tier 2,2432.55,2588.45
43,3678.27,Freelancer,Tier 2,2014.09,1767.28
50,3208.94,Salaried,Tier 1,2154.82,2247.62
43,3083.46,Salaried,Tier 2,1376.8,1418.18
30,6482.04,Student,Tier 1,3740.39,3595.44
58,4206.74,Salaried,Tier 1,2293.37,2159.47
31,4339.59,Salaried,Tier 3,2042.41,1889.55
57,4000.08,Salaried,Tier 2,2484.82,2248.21
58,4524.72,Freelancer,Tier 2,2770.67,2825.53
49,5556.61,Freelancer,Tier 2,3448.94,3766.05
49,4269.68,Salaried,Tier 1,2521.66,2629.38
63,5271.11,Student,Tier 2,3386.58,3152.85
64,7127.31,Freelancer,Tier 2,4418.63,4406.16
42,3770.5,Salaried,Tier 1,2727.43,2588.4
45,4340.8,Freelancer,Tier 3,3009.69,2692.73
63,5961.59,Salaried,Tier 2,3539.5,3716.48
61,7245.94,Freelancer,Tier 1,3429.95,3654.84
23,3136.53,Salaried,Tier 2,2081.11,2017.81
29,2448.79,Freelancer,Tier 1,1520.02,1741.22
48,4999.09,Salaried,Tier 1,2664.19,2688.88
43,4844.18,Business,Tier 2,3067.26,2818.55
58,6050.25,Salaried,Tier 3,3196.09,3361.1
48,5821.34,Freelancer,Tier 2,3198.33,3206.43
50,4949.06,Salaried,Tier 3,2997.07,2928.17
24,6573.82,Student,Tier 3,3076.17,2919.4
34,3978.47,Freelancer,Tier 3,2390.13,2066.51
31,5317.37,Salaried,Tier 1,2965.54,3088.77
57,3176.44,Student,Tier 2,1411.07,1496.64
30,4936.81,Salaried,Tier 1,3025.25,3280.66
48,2808.3,Freelancer,Tier 2,1658.0,1393.4
55,3326.23,Freelancer,Tier 3,2006.52,2216.19
22,7564.18,Salaried,Tier 1,4639.78,4748.31
53,2263.19,Student,Tier 2,1603.37,1567.96
46,4675.02,Salaried,Tier 2,2511.61,2706.15
50,6240.82,Salaried,Tier 1,3650.3,3708.43
28,8332.03,Business,Tier 1,3872.66,3837.25
24,5265.61,Freelancer,Tier 2,3479.03,3063.21
41,5351.33,Salaried,Tier 1,3228.1,3368.53
41,5059.53,Salaried,Tier 2,2954.78,2705.02
51,6585.85,Freelancer,Tier 2,4078.65,3900.89
56,5647.56,Salaried,Tier 2,3441.36,3759.13
56,4137.37,Student,Tier 1,2191.91,2040.76
60,6673.27,Freelancer,Tier 2,4497.26,3931.94
48,4306.71,Salaried,Tier 1,2756.28,2994.61
47,2602.26,Salaried,Tier 3,1812.99,1754.14
35,2607.01,Salaried,Tier 1,1336.55,1290.75
38,4698.4,Salaried,Tier 3,2502.43,2576.48
39,5154.56,Freelancer,Tier 2,3799.11,3302.08
50,6433.44,Student,Tier 2,3970.48,4345.89
41,5961.22,Salaried,Tier 1,3293.75,3145.55
48,5119.78,Salaried,Tier 1,3102.81,3280.1
39,6517.27,Salaried,Tier 2,4598.88,4403.54
25,5019.11,Freelancer,Tier 1,2944.24,2983.99
22,3064.27,Freelancer,Tier 3,2008.74,1911.58
22,2737.32,Freelancer,Tier 1,1664.96,1321.75
47,6918.03,Salaried,Tier 3,5114.87,5137.34
41,2000.0,Business,Tier 2,1133.32,1150.74
44,4698.89,Salaried,Tier 1,3114.0,3310.7
31,9472.69,Freelancer,Tier 2,6240.5,6135.04
32,5688.85,Freelancer,Tier 1,3290.31,3648.49
62,4687.19,Freelancer,Tier 1,2957.81,2761.24
62,2473.31,Salaried,Tier 1,1164.1,1131.02
26,7426.06,Freelancer,Tier 3,3961.23,3949.27
22,6820.74,Salaried,Tier 2,4164.22,4042.86
38,6027.2,Freelancer,Tier 2,2643.63,3343.78
43,4999.16,Salaried,Tier 1,3600.06,3790.13
55,5858.02,Salaried,Tier 2,3489.09,3621.47
62,4777.07,Salaried,Tier 1,2993.73,2898.81
50,3540.11,Business,Tier 1,1823.34,1694.43
25,6434.5,Salaried,Tier 1,2877.43,2887.95
26,4924.01,Freelancer,Tier 2,3101.15,3619.3
32,5782.92,Freelancer,Tier 2,2506.73,1951.93
42,4818.32,Business,Tier 1,2666.55,2801.5
56,5692.73,Salaried,Tier 3,3544.32,3614.77
33,4978.26,Freelancer,Tier 1,2759.79,2413.81
47,4861.18,Salaried,Tier 2,2469.78,2684.48
40,5044.98,Salaried,Tier 1,2401.41,2620.39
28,9441.3,Salaried,Tier 1,6734.02,6389.03
28,6203.61,Salaried,Tier 3,4106.02,4359.35
47,8879.09,Salaried,Tier 3,4320.69,4425.07
61,4987.85,Salaried,Tier 2,2606.8,2559.28
26,4536.41,Salaried,Tier 3,2658.44,2746.5
42,3388.7,Salaried,Tier 3,2310.6,2521.31
35,7404.85,Salaried,Tier 2,4630.63,4646.26
25,3642.22,Salaried,Tier 3,2434.17,2648.42
44,7714.34,Student,Tier 1,4063.37,4179.49
63,3475.72,Salaried,Tier 2,2381.47,2373.33
41,6329.99,Salaried,Tier 2,3846.64,3957.56
36,2613.49,Salaried,Tier 1,1477.63,1507.94
50,4337.07,Salaried,Tier 3,2870.16,2825.21
29,5033.12,Salaried,Tier 1,2749.5,2783.85
62,4103.76,Salaried,Tier 3,3025.78,3148.78
40,4746.01,Student,Tier 1,3292.98,3516.16
60,4753.18,Freelancer,Tier 1,2620.99,2687.38
49,6210.4,Freelancer,Tier 1,3213.12,3134.37
48,2000.0,Student,Tier 3,1244.88,1257.63
25,4155.62,Student,Tier 1,2731.65,2725.79
36,6881.95,Freelancer,Tier 2,5181.5,4418.77
56,5843.72,Freelancer,Tier 2,3335.92,3524.4
58,6906.93,Salaried,Tier 1,4266.39,4643.03
22,6138.18,Salaried,Tier 3,4154.22,4072.99
24,3374.73,Salaried,Tier 1,2051.37,2213.17
45,5991.35,Salaried,Tier 2,3432.66,3647.61
48,5150.29,Student,Tier 2,2413.27,2249.99
61,8402.09,Salaried,Tier 1,4285.89,4532.14
57,6203.25,Freelancer,Tier 1,3723.68,3897.17
55,5785.05,Salaried,Tier 2,3001.81,3253.13
50,6004.14,Salaried,Tier 3,3781.13,3546.27
45,5703.27,Salaried,Tier 1,4113.77,3805.27
45,5662.7,Salaried,Tier 1,3354.54,3180.96
63,4600.56,Salaried,Tier 3,2424.83,2211.26
25,5803.21,Salaried,Tier 1,3154.64,3041.12
24,6422.7,Salaried,Tier 2,3022.61,2891.44
55,6590.49,Salaried,Tier 2,4318.35,4245.99
44,6408.68,Freelancer,Tier 1,3806.93,4026.49
44,7262.1,Salaried,Tier 2,4154.82,3859.6
26,6684.34,Salaried,Tier 3,3893.99,3986.95
52,5942.78,Salaried,Tier 2,3106.24,2934.5
62,3284.51,Salaried,Tier 2,2235.39,2066.36
27,3285.1,Salaried,Tier 2,1789.88,1864.63
58,4627.8,Salaried,Tier 2,2348.85,2124.65
31,5070.13,Salaried,Tier 1,2749.48,2677.09
61,7097.0,Business,Tier 2,4947.04,4595.21
28,2000.0,Salaried,Tier 1,1516.77,1632.89
60,3450.19,Salaried,Tier 1,1720.48,1832.12
59,4708.67,Salaried,Tier 3,2697.51,2460.41
42,3504.71,Salaried,Tier 2,2792.87,2821.05
41,3802.84,Salaried,Tier 3,1650.34,1582.8
24,4251.26,Business,Tier 1,2783.22,2612.08
43,3581.26,Business,Tier 3,1970.58,1896.3
25,3841.36,Salaried,Tier 2,1794.29,1907.65
49,7044.85,Student,Tier 3,4791.11,4367.44
33,5921.48,Salaried,Tier 3,3127.57,3220.29
59,6145.92,Freelancer,Tier 3,4592.3,5397.92
57,4948.82,Freelancer,Tier 3,3334.14,3385.96
62,6516.66,Freelancer,Tier 1,3318.7,3742.83
26,6271.7,Salaried,Tier 2,3705.16,4006.61
34,5897.81,Salaried,Tier 1,3980.88,4068.14
44,4018.75,Salaried,Tier 2,2419.71,2398.33
51,4336.94,Salaried,Tier 3,2319.85,2430.11
58,6587.2,Salaried,Tier 1,3460.24,3748.28
46,4224.9,Salaried,Tier 2,2030.94,2104.07
48,3067.21,Salaried,Tier 2,1993.8,1878.0
35,4195.97,Freelancer,Tier 1,2383.55,2502.17
57,7339.11,Salaried,Tier 1,4102.62,4473.12
60,4197.45,Business,Tier 1,3158.92,3102.24
37,5491.48,Salaried,Tier 1,2694.74,2801.23
43,4076.47,Business,Tier 2,2806.41,2816.6
42,6145.14,Salaried,Tier 2,4338.63,4001.96
42,5805.2,Salaried,Tier 1,2947.42,2858.9
29,2763.22,Business,Tier 3,1309.54,1221.5
37,5402.05,Salaried,Tier 2,3305.83,3420.59
52,2476.12,Salaried,Tier 2,1570.72,1596.51
63,4168.9,Salaried,Tier 1,2690.83,2439.79
31,4982.85,Salaried,Tier 2,2579.74,2353.55
53,7770.3,Salaried,Tier 1,3869.68,3684.55
55,5476.87,Salaried,Tier 2,3349.97,3514.02
30,3849.37,Business,Tier 2,2456.38,2273.05
38,4524.18,Freelancer,Tier 1,3189.91,2926.03
32,6386.3,Salaried,Tier 3,3841.74,4154.94
53,3869.72,Business,Tier 2,2439.01,2461.51
31,6645.47,Salaried,Tier 1,4911.01,5029.71
43,4215.42,Salaried,Tier 3,2176.64,2157.38
38,3627.02,Salaried,Tier 2,2195.88,2107.94
25,4263.5,Freelancer,Tier 2,2932.57,3172.03
46,2575.57,Salaried,Tier 2,1474.99,1501.31
42,2000.0,Freelancer,Tier 1,1353.49,1701.12
58,4876.2,Salaried,Tier 3,3092.58,3032.61
59,4899.05,Student,Tier 2,2947.82,3062.43
22,5384.69,Freelancer,Tier 1,3043.88,2795.47
46,4868.79,Salaried,Tier 3,3214.61,2916.76
57,8493.88,Freelancer,Tier 2,5461.66,6181.27
38,5252.61,Salaried,Tier 2,2787.14,2685.91
62,2935.31,Salaried,Tier 3,1998.97,2177.44
45,3320.13,Salaried,Tier 1,2107.55,2267.54
23,5000.46,Salaried,Tier 1,2614.83,2475.68
61,4346.86,Business,Tier 1,2729.15,2983.22
36,3157.28,Salaried,Tier 3,1939.38,2076.52
53,4911.73,Salaried,Tier 1,3020.6,3313.6
60,4933.66,Salaried,Tier 1,2948.96,3053.91
27,7393.54,Salaried,Tier 1,4554.6,4946.96
22,3625.87,Salaried,Tier 1,2150.31,2232.06
44,4373.41,Freelancer,Tier 2,2559.19,2766.99
60,7388.92,Student,Tier 3,4406.96,4504.29
38,5492.88,Salaried,Tier 1,3701.43,4019.14
55,3617.07,Salaried,Tier 2,2268.53,2276.73
62,3927.9,Salaried,Tier 2,2819.19,2952.58
50,3178.76,Business,Tier 2,1958.5,2121.82
30,5115.91,Salaried,Tier 3,3347.67,3295.71
34,6546.74,Salaried,Tier 2,4039.62,3656.99
27,7446.35,Freelancer,Tier 1,3676.54,3253.26
27,2770.58,Salaried,Tier 3,1916.42,2097.3
41,6303.68,Salaried,Tier 2,4086.54,4391.56
24,5246.47,Freelancer,Tier 1,2258.0,2457.6
38,4607.1,Salaried,Tier 1,2404.78,2626.45
33,4373.99,Salaried,Tier 3,1922.42,1801.54
22,2118.6,Salaried,Tier 2,1527.46,1408.61
38,5957.0,Salaried,Tier 2,2864.65,2922.77
24,3021.71,Salaried,Tier 3,1979.01,1932.35
47,3877.71,Student,Tier 2,2111.01,2043.36
36,5626.98,Salaried,Tier 1,3720.22,3894.44
57,2275.05,Freelancer,Tier 2,1220.48,1164.06
53,3018.81,Salaried,Tier 2,2010.66,2122.64
53,6827.99,Salaried,Tier 2,3525.94,3426.83
25,5183.09,Salaried,Tier 1,3118.71,3422.31
39,4006.7,Salaried,Tier 1,2446.21,2597.26
40,5188.99,Salaried,Tier 2,3006.8,3094.73
64,6004.21,Salaried,Tier 3,4010.56,3793.54
56,6687.15,Salaried,Tier 2,4234.97,4621.56
61,3331.35,Salaried,Tier 3,1604.73,1454.82
35,3462.74,Student,Tier 2,2051.61,1938.1
54,5912.51,Salaried,Tier 3,2919.56,2649.08
35,5960.62,Salaried,Tier 1,4036.03,4412.6
55,2984.05,Salaried,Tier 1,2006.31,2155.36
25,3519.03,Salaried,Tier 2,1881.79,2051.95
45,4709.38,Freelancer,Tier 1,3107.56,3704.72
50,5035.36,Salaried,Tier 2,2489.55,2254.25
40,5077.89,Salaried,Tier 3,3107.83,3376.03
27,2961.01,Salaried,Tier 2,1643.23,1617.25
54,5062.74,Freelancer,Tier 3,2725.95,2859.66
61,3923.94,Salaried,Tier 2,2130.25,2038.28
40,3250.52,Salaried,Tier 2,1476.65,1413.68
22,4983.51,Salaried,Tier 2,3243.27,3438.27
26,4830.51,Salaried,Tier 1,3326.62,3164.53
48,6202.54,Salaried,Tier 1,4699.54,4438.4
37,3708.55,Business,Tier 2,1924.26,2000.47
27,5352.76,Freelancer,Tier 3,3827.89,3810.37
61,2646.99,Salaried,Tier 2,1722.46,1554.74
34,4587.72,Salaried,Tier 1,3541.45,3847.27
56,5695.52,Salaried,Tier 1,2463.4,2371.55
40,5822.03,Salaried,Tier 3,3961.63,4171.1
33,5832.25,Salaried,Tier 2,3900.35,3876.16
37,6206.56,Salaried,Tier 3,3609.04,3344.91
64,4331.32,Student,Tier 2,2623.43,2708.39
31,5743.59,Salaried,Tier 2,3031.91,2869.14
46,7803.12,Student,Tier 2,4867.44,4660.98
41,4299.3,Salaried,Tier 1,2957.93,2681.31
52,7070.3,Salaried,Tier 2,3920.51,3541.32
25,6314.71,Salaried,Tier 2,3681.02,3691.05
44,4600.51,Freelancer,Tier 2,2180.59,1909.38
23,4725.69,Salaried,Tier 3,2219.72,2090.72
43,5177.6,Business,Tier 1,2542.37,2757.87
58,6230.25,Business,Tier 2,3749.41,3436.6
29,5603.95,Freelancer,Tier 1,2932.5,2432.85
28,4287.5,Freelancer,Tier 1,2514.89,2905.98
35,2000.0,Freelancer,Tier 2,1271.71,1396.96
24,6008.26,Freelancer,Tier 1,3642.34,2692.08
37,2101.25,Salaried,Tier 2,1059.54,992.88
40,2951.03,Freelancer,Tier 1,1900.68,1778.17
39,4396.28,Business,Tier 1,2788.7,2711.17
37,3178.88,Salaried,Tier 1,1586.16,1519.07
29,5476.29,Student,Tier 1,3401.86,3226.54
54,4555.72,Salaried,Tier 3,2486.75,2371.69
33,6177.85,Salaried,Tier 2,4280.89,3967.04
32,2588.42,Salaried,Tier 3,1254.09,1169.65
26,4007.15,Salaried,Tier 1,2399.21,2450.44
48,5006.3,Business,Tier 2,3047.74,2921.07
33,5064.09,Student,Tier 2,3552.57,3481.3
38,6041.05,Freelancer,Tier 1,4643.17,4742.18
27,3628.12,Student,Tier 2,2629.58,2424.34
54,4297.98,Salaried,Tier 2,2014.92,2143.67
26,5761.02,Salaried,Tier 2,2977.64,3249.42
49,2000.0,Salaried,Tier 2,788.89,751.58
35,5577.4,Business,Tier 2,3727.31,3574.05
26,6145.92,Salaried,Tier 1,3229.36,3354.12
54,2999.51,Student,Tier 2,2102.47,1926.11
62,4527.47,Freelancer,Tier 3,3226.77,3677.43
40,7238.99,Student,Tier 1,3563.37,3292.97
43,5989.74,Salaried,Tier 2,4064.39,4253.03
26,5670.46,Salaried,Tier 2,2436.94,2335.33
23,6486.44,Freelancer,Tier 2,3046.15,2891.89
51,7706.82,Freelancer,Tier 2,4661.16,4320.48
60,5027.8,Salaried,Tier 1,3457.85,3559.06
25,4389.22,Student,Tier 2,2728.8,2889.79
54,6482.81,Business,Tier 2,4812.44,5245.79
34,4718.82,Salaried,Tier 2,3270.26,3160.08
41,3607.97,Salaried,Tier 2,2127.12,2178.67
28,4189.9,Salaried,Tier 2,1976.4,1942.8
36,5468.49,Salaried,Tier 3,4107.55,4155.07
44,4325.61,Freelancer,Tier 2,2487.3,2196.27
35,4437.54,Salaried,Tier 2,2353.35,2391.83
44,3459.03,Freelancer,Tier 1,1520.57,2038.5
40,7153.05,Freelancer,Tier 1,4262.24,4523.96
50,4486.06,Salaried,Tier 3,3089.22,3078.96
41,3932.73,Salaried,Tier 2,2272.07,2151.99
50,4092.32,Salaried,Tier 2,2010.52,2145.9
45,6203.79,Salaried,Tier 2,3905.15,4295.21
39,5859.8,Salaried,Tier 1,3641.94,3552.47
31,4247.22,Student,Tier 3,3006.81,3262.01
62,5048.47,Salaried,Tier 2,3738.07,4099.52
29,5415.06,Salaried,Tier 2,3553.96,3479.76
47,3943.88,Salaried,Tier 1,2270.14,2368.34
50,2689.07,Salaried,Tier 2,1654.93,1681.77
31,5772.56,Salaried,Tier 1,3491.52,3646.67
38,4026.9,Freelancer,Tier 2,2465.31,2307.3
23,5660.52,Salaried,Tier 2,3733.51,3633.99
27,5481.54,Student,Tier 1,3557.79,3246.69
26,5083.69,Salaried,Tier 2,2331.26,2384.05
49,4360.81,Business,Tier 2,2105.27,2284.94
62,4049.11,Business,Tier 3,1942.64,1966.06
26,3292.37,Salaried,Tier 2,2015.45,1842.26
39,4077.88,Salaried,Tier 1,1834.51,1992.42
47,5853.22,Salaried,Tier 1,3874.5,3590.09
41,7096.74,Freelancer,Tier 3,4388.76,4516.51
62,6876.65,Business,Tier 2,3872.83,4038.77
48,5218.13,Salaried,Tier 2,2765.35,2840.77
33,7095.94,Salaried,Tier 1,4547.63,4626.62
28,4539.77,Business,Tier 1,3385.84,3136.06
24,3063.43,Student,Tier 3,1789.31,1789.61
31,7881.31,Freelancer,Tier 2,5309.3,4752.49
55,5799.21,Business,Tier 1,4325.99,4388.1
46,2698.05,Salaried,Tier 2,1711.12,1693.1
56,7338.57,Freelancer,Tier 1,4838.53,4725.14
37,3884.87,Freelancer,Tier 3,2079.25,2081.17
23,4211.18,Freelancer,Tier 2,1921.86,2155.73
45,6532.07,Salaried,Tier 2,3844.5,3934.24
31,7042.56,Salaried,Tier 2,3756.61,4030.39
59,3498.89,Salaried,Tier 3,2089.77,1919.63
43,7206.49,Salaried,Tier 3,3538.42,3750.9
47,6311.36,Salaried,Tier 1,4591.99,4352.68
64,3800.38,Freelancer,Tier 3,2742.69,3011.91
60,4631.14,Salaried,Tier 3,2241.36,2461.68
48,7274.2,Salaried,Tier 1,3989.81,4376.07
50,2659.16,Business,Tier 3,1653.6,1592.68
59,7071.07,Business,Tier 2,3010.67,2788.95
41,6269.61,Salaried,Tier 2,3524.89,3833.8
48,5763.71,Salaried,Tier 1,3485.62,3759.95
62,5197.54,Student,Tier 2,3191.02,3265.07
41,7955.21,Business,Tier 1,4780.32,4333.28
40,8176.89,Salaried,Tier 3,6255.61,6569.99
41,4077.16,Salaried,Tier 3,2101.19,1958.67
56,5918.31,Salaried,Tier 2,3793.44,4129.55
23,7811.56,Freelancer,Tier 2,3544.72,3591.56
51,3822.43,Salaried,Tier 2,2343.27,2397.22
55,5364.71,Salaried,Tier 1,2505.99,2396.27
43,6505.81,Salaried,Tier 2,4384.64,4362.79
24,2000.0,Business,Tier 2,1072.27,1126.88
27,6242.83,Salaried,Tier 1,4782.5,4774.87
36,3367.35,Salaried,Tier 1,1931.61,2065.74
48,5288.5,Student,Tier 2,2601.12,2711.94
31,6716.52,Salaried,Tier 2,3425.08,3135.57
30,2000.0,Salaried,Tier 3,1392.16,1421.9
54,6178.79,Freelancer,Tier 1,4323.59,4674.79
53,8057.49,Salaried,Tier 1,6491.06,6336.44
27,4200.05,Business,Tier 2,2869.82,2768.07
62,5865.04,Salaried,Tier 2,3333.09,3041.7
57,7002.93,Salaried,Tier 2,3119.92,3086.33
23,2610.58,Student,Tier 2,1461.47,1413.71
50,6136.05,Salaried,Tier 2,4490.32,4895.4
25,6535.65,Freelancer,Tier 2,4191.67,4437.78
22,5957.93,Salaried,Tier 1,2726.04,2704.27
40,5129.93,Salaried,Tier 1,3260.54,3426.57
47,3499.38,Business,Tier 1,2619.7,2765.76
46,7087.14,Salaried,Tier 1,4533.68,4515.96
31,5051.76,Salaried,Tier 1,3095.72,2833.06
36,3644.18,Salaried,Tier 1,2248.45,2374.61
43,4522.96,Salaried,Tier 3,2987.92,2743.08
42,5552.58,Freelancer,Tier 1,3012.79,3112.34
43,2658.22,Business,Tier 1,1237.03,1196.0
57,5026.9,Freelancer,Tier 3,2533.54,2447.95
55,4374.68,Freelancer,Tier 2,3183.23,3063.35
51,7004.04,Salaried,Tier 2,4221.75,3829.29
46,2187.66,Salaried,Tier 2,1599.45,1562.54
49,6408.14,Freelancer,Tier 2,3998.13,4011.72
22,7125.64,Salaried,Tier 1,5123.74,5480.5
25,2244.37,Salaried,Tier 1,1276.55,1332.15
28,2424.23,Student,Tier 3,1393.74,1504.16
30,7678.85,Salaried,Tier 1,4233.9,3880.56
57,3643.44,Salaried,Tier 1,1911.19,1747.53
40,9642.24,Salaried,Tier 2,4992.51,5205.71
22,2291.24,Freelancer,Tier 1,1429.07,1371.14
31,5255.07,Salaried,Tier 2,2597.46,2587.91
57,4964.91,Salaried,Tier 3,2736.74,2793.84
30,4687.71,Student,Tier 3,2432.97,2669.43
63,5694.44,Freelancer,Tier 2,3263.94,3249.9
53,5780.97,Business,Tier 1,3944.16,3635.64
53,4748.51,Salaried,Tier 3,2403.2,2561.48
27,3478.74,Salaried,Tier 1,2288.73,2069.25
59,6571.64,Salaried,Tier 1,4689.04,4642.57
38,5942.08,Salaried,Tier 2,4188.71,4418.35
31,5171.88,Salaried,Tier 2,2420.56,2273.04
48,5894.55,Salaried,Tier 1,3610.47,3384.46
56,6153.41,Salaried,Tier 2,2919.2,2808.41
42,3857.4,Freelancer,Tier 3,2214.16,1804.47
46,5841.02,Freelancer,Tier 1,3023.71,3422.15
49,4170.45,Salaried,Tier 2,2668.8,2508.74
36,6203.05,Salaried,Tier 1,3318.05,3136.79
25,4711.4,Salaried,Tier 2,2493.49,2530.86
50,5917.58,Salaried,Tier 1,2549.77,2788.09
30,4349.31,Salaried,Tier 2,2371.27,2567.56
48,5995.55,Salaried,Tier 1,3982.14,4272.44
47,3531.85,Business,Tier 3,2095.16,2108.11
40,5054.25,Business,Tier 3,2821.7,2707.56
49,6470.95,Freelancer,Tier 3,4249.21,4387.67
38,5700.81,Business,Tier 1,4047.8,3958.41
64,5288.04,Freelancer,Tier 1,3435.93,3252.58
62,7705.34,Business,Tier 2,3838.72,3467.28
63,6535.46,Salaried,Tier 2,3272.18,3291.51
41,6283.31,Salaried,Tier 3,4209.34,4072.41
61,5987.04,Freelancer,Tier 2,4253.93,3708.84
60,6174.05,Salaried,Tier 2,3712.55,3832.71
44,7485.65,Freelancer,Tier 1,5236.46,5936.6
53,4373.5,Student,Tier 3,2224.92,2018.92
54,6514.11,Freelancer,Tier 1,4080.11,4625.18
26,5534.73,Salaried,Tier 1,3447.77,3352.51
64,4425.32,Salaried,Tier 3,2759.98,2990.39
55,4850.41,Business,Tier 2,2767.22,2813.56
61,5328.73,Student,Tier 1,2904.11,2992.74
32,3710.09,Salaried,Tier 1,2461.37,2688.07
24,6296.02,Business,Tier 1,3677.18,3914.13
54,4845.72,Business,Tier 2,2530.62,2348.43
32,5127.39,Salaried,Tier 1,3005.41,2708.01
37,7035.8,Business,Tier 3,5790.95,5569.26
39,5194.62,Salaried,Tier 1,2241.46,2236.32
51,7329.0,Salaried,Tier 2,3117.78,3262.53
31,4212.78,Salaried,Tier 1,2643.99,2729.15
39,3354.4,Freelancer,Tier 1,2164.99,1849.9
59,4565.01,Freelancer,Tier 2,3105.14,3304.38
40,2000.0,Salaried,Tier 2,1182.33,1218.02
57,6358.64,Business,Tier 1,3786.49,3796.91
34,3441.65,Business,Tier 2,2174.04,2256.2
24,4073.46,Freelancer,Tier 3,1992.38,1905.36
31,6074.42,Salaried,Tier 1,4106.46,4130.84
59,5178.68,Salaried,Tier 1,2741.96,2983.68
22,4339.18,Salaried,Tier 2,3405.4,3329.91
48,2000.0,Business,Tier 2,1144.27,1202.79
29,6951.21,Salaried,Tier 1,5091.34,4923.0
63,6084.62,Student,Tier 1,3633.5,3511.31
38,8083.58,Business,Tier 2,3421.8,3713.8
30,4105.43,Freelancer,Tier 3,3057.45,2924.79
27,2818.32,Freelancer,Tier 2,1414.21,1510.15
64,6492.13,Salaried,Tier 1,4649.09,5108.96
46,4717.91,Freelancer,Tier 2,2858.97,2738.96
60,5942.25,Salaried,Tier 1,3793.88,4160.49
49,7429.87,Business,Tier 1,3748.62,3449.38
54,5582.23,Freelancer,Tier 2,3788.15,3632.5
58,5250.95,Freelancer,Tier 3,3854.75,4312.67
30,5345.0,Freelancer,Tier 3,3182.16,2841.38
39,2544.13,Salaried,Tier 1,1285.26,1392.66
42,6662.06,Salaried,Tier 2,3779.04,3812.68
23,6758.13,Business,Tier 1,3422.53,3344.58
64,5795.86,Salaried,Tier 1,3581.28,3275.75
59,2726.89,Salaried,Tier 3,1654.5,1642.8
61,4818.28,Salaried,Tier 3,3629.76,3468.52
57,7157.79,Salaried,Tier 1,4710.33,4311.47
64,4151.37,Salaried,Tier 1,2733.73,2826.89
58,6776.38,Business,Tier 1,3861.78,4230.46
36,5082.64,Freelancer,Tier 2,3401.01,2887.04
49,6068.76,Salaried,Tier 3,3672.37,3523.47
39,4381.79,Student,Tier 1,2876.03,2640.17
55,5126.57,Salaried,Tier 2,2329.24,2200.27
43,5655.07,Salaried,Tier 1,3823.76,3659.32
32,3375.15,Freelancer,Tier 1,1849.0,2084.92
34,5410.87,Freelancer,Tier 2,2887.35,2634.19
25,2000.0,Salaried,Tier 3,1068.24,985.95
43,4097.75,Student,Tier 1,1947.73,1775.72
28,5815.82,Student,Tier 1,3826.98,4156.55
64,6680.39,Salaried,Tier 1,4028.27,4269.31
45,5709.13,Salaried,Tier 2,3325.11,3177.62
25,2914.52,Business,Tier 1,1717.53,1765.2
49,6549.29,Salaried,Tier 2,3214.09,3273.55
36,3291.28,Salaried,Tier 1,2527.4,2650.24
22,5921.3,Freelancer,Tier 1,3913.89,4244.46
24,3341.25,Salaried,Tier 2,2449.54,2379.85
35,3840.19,Salaried,Tier 1,1678.86,1732.86
59,3565.48,Salaried,Tier 2,1970.49,2089.53
22,5208.44,Freelancer,Tier 2,3171.93,3367.53
59,4706.7,Salaried,Tier 3,3632.0,3938.64
59,5763.36,Salaried,Tier 1,2944.87,2941.74
42,4972.05,Salaried,Tier 2,3233.68,3429.41
50,2723.19,Salaried,Tier 1,1272.65,1376.95
26,5413.72,Student,Tier 3,3313.96,3351.77
31,2356.75,Student,Tier 2,1546.32,1397.03
49,3674.22,Salaried,Tier 1,2175.48,2313.84
42,4454.13,Freelancer,Tier 1,2912.1,2748.18
28,4350.19,Freelancer,Tier 3,2322.25,2520.35
24,2528.88,Business,Tier 3,1806.93,1709.02
41,7056.74,Salaried,Tier 3,5139.94,5631.47
40,7472.0,Salaried,Tier 3,5004.6,5056.27
56,8376.16,Freelancer,Tier 3,3573.79,3549.05
25,6721.48,Salaried,Tier 2,3199.43,3484.87
26,4406.83,Salaried,Tier 1,3044.34,2988.39
22,4380.98,Freelancer,Tier 1,2293.75,2199.11
25,4298.16,Student,Tier 2,2919.5,3036.66
33,7978.46,Salaried,Tier 2,5863.16,6411.62
48,4826.69,Freelancer,Tier 2,3467.87,3011.03
63,6903.85,Salaried,Tier 1,3903.31,4221.53
44,6787.15,Business,Tier 2,3234.14,3278.69
46,5284.32,Salaried,Tier 1,2662.48,2649.64
